Rank,Platform,Name,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global
2242,PS3,Brothers in Arms: Hell's Highway,2008,Shooter,Ubisoft,0.44,0.34,0,0.15,0.93
2253,PS3,EA Sports Active 2,2010,Sports,Electronic Arts,0.52,0.28,0,0.12,0.92
2266,PS3,Dynasty Warriors 7,2011,Action,Tecmo Koei,0.25,0.14,0.46,0.06,0.92
2267,PS3,The Evil Within,2014,Action,Bethesda Softworks,0.26,0.39,0.12,0.14,0.92
2268,PS3,MLB 12: The Show,2012,Sports,Sony Computer Entertainment,0.86,0,0,0.06,0.92
2274,PS3,Operation Flashpoint: Dragon Rising,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.92
2275,PS3,Homefront,2011,Shooter,THQ,0.32,0.4,0.04,0.15,0.91
2278,PS3,Avatar: The Game,2009,Action,Ubisoft,0.32,0.43,0,0.16,0.91
2283,PS3,LEGO Indiana Jones 2: The Adventure Continues,2009,Action,Activision,0.47,0.3,0,0.13,0.91
2286,PS3,MX vs. ATV Reflex,2009,Racing,THQ,0.52,0.26,0,0.12,0.91
2293,PS3,DJ Hero,2009,Misc,Activision,0.42,0.34,0,0.14,0.91
2295,PS3,The Simpsons Game,2007,Action,Electronic Arts,0.38,0.37,0,0.15,0.91
2300,PS3,SOCOM 4: U.S. Navy SEALs,2011,Shooter,Sony Computer Entertainment,0.66,0.12,0.04,0.08,0.9
2302,PS3,Buzz! Quiz TV,2008,Misc,Sony Computer Entertainment,0.28,0.48,0,0.14,0.9
2306,PS3,Crysis 3,2013,Shooter,Electronic Arts,0.26,0.43,0.03,0.18,0.9
2311,PS3,Tiger Woods PGA Tour 12: The Masters,2011,Sports,Electronic Arts,0.52,0.26,0,0.12,0.9
2318,PS3,Pure,2008,Racing,Disney Interactive Studios,0.42,0.33,0,0.14,0.9
2321,PS3,LittleBigPlanet Karting,2012,Action,Sony Computer Entertainment,0.42,0.32,0.01,0.15,0.9
2327,PS3,Call of Juarez: Bound in Blood,2009,Shooter,Ubisoft,0.35,0.38,0.01,0.16,0.89
2336,PS3,The Jak and Daxter Collection,2012,Platform,Sony Computer Entertainment,0.6,0.19,0,0.1,0.89
2372,PS3,Tekken Tag Tournament 2,2012,Fighting,Namco Bandai Games,0.28,0.33,0.13,0.14,0.88
2385,PS3,Mercenaries 2: World in Flames,2008,Shooter,Electronic Arts,0.29,0.4,0.02,0.16,0.87
2389,PS3,NCAA Football 13,2012,Action,Electronic Arts,0.82,0,0,0.06,0.87
2390,PS3,Kingdoms of Amalur: Reckoning,2012,Role-Playing,Electronic Arts,0.37,0.3,0.09,0.11,0.87
2392,PS3,Beijing 2008,2008,Sports,Sega,0.14,0.54,0.01,0.18,0.87
2409,PS3,Tales of Xillia 2,2012,Role-Playing,Namco Bandai Games,0.2,0.15,0.45,0.07,0.87
2414,PS3,Darksiders II,2012,Action,THQ,0.35,0.37,0.01,0.14,0.86
2415,PS3,Ghostbusters: The Video Game,2009,Action,Sony Computer Entertainment,0.34,0.37,0,0.15,0.86
2417,PS3,The Lord of the Rings: War in the North,N/A,Action,Warner Bros. Interactive Entertainment,0.25,0.45,0.01,0.15,0.86
2423,PS3,Dragon Ball Z: Burst Limit,2008,Fighting,Atari,0.22,0.34,0.18,0.12,0.86
2428,PS3,Ninja Gaiden Sigma 2,2009,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.86
2430,PS3,Skate 2,2009,Sports,Electronic Arts,0.46,0.26,0.01,0.12,0.85
2439,PS3,Army of Two: The 40th Day,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85
2445,PS3,WWE 2K15,2014,Sports,Take-Two Interactive,0.36,0.35,0,0.14,0.85
2457,PS3,Tiger Woods PGA Tour 11,2010,Sports,Electronic Arts,0.37,0.34,0,0.13,0.84
2458,PS3,Devil May Cry HD Collection,2012,Action,Capcom,0.42,0.21,0.11,0.1,0.84
2460,PS3,NBA 2K10,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84
2464,PS3,NCAA Football 11,2010,Sports,Electronic Arts,0.79,0,0,0.06,0.84
2465,PS3,Dragon Age II,2011,Action,Electronic Arts,0.4,0.27,0.05,0.12,0.84
2469,PS3,Street Fighter X Tekken,2012,Fighting,Capcom,0.42,0.22,0.1,0.1,0.84
2478,PS3,Time Crisis 4,2007,Shooter,Namco Bandai Games,0.32,0.33,0.05,0.14,0.84
2495,PS3,NCAA Football 12,2011,Sports,Electronic Arts,0.78,0,0,0.05,0.83
2501,PS3,The Amazing Spider-Man (Console Version),2012,Action,Activision,0.31,0.37,0,0.14,0.83
2502,PS3,Dragon Ball: Raging Blast 2,2010,Fighting,Namco Bandai Games,0.42,0.2,0.11,0.09,0.83
2520,PS3,DmC: Devil May Cry,2013,Action,Capcom,0.24,0.28,0.19,0.12,0.82
2523,PS3,Guitar Hero: Warriors of Rock,2010,Misc,Activision,0.33,0.35,0,0.14,0.82
2525,PS3,Madden NFL 16,2015,Sports,Electronic Arts,0.56,0.11,0,0.15,0.82
2529,PS3,SingStar Vol. 2,2008,Misc,Sony Computer Entertainment,0.29,0.4,0,0.13,0.82
2532,PS3,Twisted Metal (2012),2012,Action,Sony Computer Entertainment,0.67,0.07,0,0.07,0.82
2551,PS3,Lego Batman 3: Beyond Gotham,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.35,0,0.13,0.81
2557,PS3,NCAA Football 10,2009,Sports,Electronic Arts,0.75,0,0,0.06,0.81
2563,PS3,NCAA Football 14,2013,Sports,Electronic Arts,0.75,0,0,0.06,0.8
2578,PS3,Goldeneye 007: Reloaded,2011,Shooter,Activision,0.33,0.35,0,0.13,0.8
2579,PS3,NBA 2K16,2015,Sports,Take-Two Interactive,0.44,0.19,0.03,0.13,0.8
2585,PS3,Resident Evil: Revelations,2013,Action,Capcom,0.14,0.32,0.22,0.12,0.8
2595,PS3,Sniper: Ghost Warrior,2011,Shooter,City Interactive,0.26,0.36,0.04,0.14,0.8
2600,PS3,The Walking Dead: Season One,2012,Adventure,Avanquest Software,0.4,0.25,0.03,0.11,0.79
2609,PS3,Tiger Woods PGA Tour 10,2009,Sports,Electronic Arts,0.42,0.25,0,0.12,0.79
2623,PS3,Sid Meier's Civilization Revolution,2008,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.1,0.79
2642,PS3,God of War Saga,2012,Action,Sony Computer Entertainment,0.72,0,0,0.06,0.78
2668,PS3,Duke Nukem Forever,2011,Shooter,Take-Two Interactive,0.33,0.31,0,0.12,0.77
2673,PS3,Dragon Ball: Raging Blast,2009,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77
2690,PS3,Plants vs. Zombies: Garden Warfare,2014,Shooter,Electronic Arts,0.22,0.4,0.01,0.14,0.76
2700,PS3,SoulCalibur V,2012,Fighting,Namco Bandai Games,0.35,0.24,0.07,0.1,0.76
2705,PS3,The Lord of the Rings: Conquest,2009,Action,Electronic Arts,0.38,0.26,0,0.12,0.76
2721,PS3,Kane & Lynch: Dead Men,2007,Shooter,Eidos Interactive,0.29,0.32,0.01,0.13,0.76
2727,PS3,Genji: Days of the Blade,2006,Action,Sony Computer Entertainment,0.18,0.38,0.06,0.14,0.76
2735,PS3,Band Hero,2009,Misc,Activision,0.41,0.24,0,0.11,0.75
2738,PS3,DJ Hero 2,2010,Misc,Activision,0.47,0.19,0,0.09,0.75
2739,PS3,The Godfather II,2009,Action,Electronic Arts,0.41,0.22,0.01,0.11,0.75
2742,PS3,[Prototype 2],2012,Action,Activision,0.36,0.28,0,0.11,0.75
2747,PS3,Red Faction: Guerrilla,2009,Shooter,THQ,0.33,0.28,0.02,0.12,0.75
2753,PS3,X-Men Origins: Wolverine - Uncaged Edition,2009,Action,Activision,0.31,0.32,0,0.13,0.75
2755,PS3,Split/Second,2010,Racing,Disney Interactive Studios,0.31,0.31,0.01,0.12,0.75
2760,PS3,LittleBigPlanet 3,2014,Platform,Sony Computer Entertainment,0.2,0.43,0.01,0.11,0.75
2761,PS3,Marvel: Ultimate Alliance 2,2009,Role-Playing,Activision,0.49,0.16,0,0.09,0.75
2764,PS3,Ace Combat: Assault Horizon,2011,Action,Namco Bandai Games,0.3,0.16,0.22,0.07,0.74
2767,PS3,Resonance of Fate,2010,Role-Playing,Sega,0.2,0.22,0.24,0.09,0.74
2775,PS3,Brink,2011,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.12,0.74
2777,PS3,Blur,2010,Racing,Activision,0.22,0.37,0.02,0.13,0.74
2786,PS3,Naruto Shippuden: Ultimate Ninja Storm Generations,2012,Fighting,Namco Bandai Games,0.27,0.25,0.14,0.08,0.74
2789,PS3,Pirates of the Caribbean: At World's End,2007,Action,Disney Interactive Studios,0.17,0.41,0,0.15,0.74
2790,PS3,Tiger Woods PGA Tour 08,2007,Sports,Electronic Arts,0.22,0.38,0,0.14,0.74
2791,PS3,Persona 4: Arena,2012,Fighting,Atlus,0.3,0.12,0.24,0.07,0.74
2794,PS3,Star Ocean: The Last Hope International,2010,Role-Playing,Square Enix,0.28,0.16,0.22,0.08,0.73
2818,PS3,Ratchet & Clank Collection,2012,Action,Sony Computer Entertainment,0.47,0.14,0.02,0.09,0.73
2846,PS3,James Bond 007: Blood Stone,2010,Shooter,Activision,0.18,0.38,0.02,0.13,0.72
2851,PS3,MLB 09: The Show,2009,Sports,Sony Computer Entertainment,0.66,0,0,0.05,0.72
2854,PS3,Catherine,2011,Adventure,Deep Silver,0.3,0.15,0.2,0.07,0.72
2862,PS3,MLB 13: The Show,2013,Sports,Sony Computer Entertainment,0.66,0,0,0.05,0.71
2866,PS3,Top Spin 4,2011,Sports,Take-Two Interactive,0.17,0.4,0,0.14,0.71
2868,PS3,Dynasty Warriors 6,2007,Action,Tecmo Koei,0.18,0.08,0.41,0.04,0.71
2880,PS3,MLB 10: The Show,2010,Sports,Sony Computer Entertainment,0.66,0,0,0.05,0.71
2901,PS3,Ratchet & Clank: Into the Nexus,2013,Shooter,Sony Computer Entertainment,0.3,0.29,0,0.11,0.71
2903,PS3,2014 FIFA World Cup Brazil,2014,Sports,Electronic Arts,0.15,0.39,0.01,0.16,0.71
2904,PS3,London 2012: The Official Video Game of the Olympic Games,2012,Sports,Sega,0.06,0.5,0,0.15,0.7
2920,PS3,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",2009,Shooter,Activision,0.28,0.3,0,0.12,0.7
2923,PS3,Prince of Persia: The Forgotten Sands,2010,Action,Ubisoft,0.19,0.36,0.01,0.13,0.7
2930,PS3,IL-2 Sturmovik: Birds of Prey,2009,Simulation,505 Games,0.34,0.26,0,0.1,0.7
2931,PS3,Book of Spells,2012,Action,Sony Computer Entertainment,0.13,0.4,0,0.16,0.7
2935,PS3,Metal Gear Solid V: The Phantom Pain,2015,Action,Konami Digital Entertainment,0.21,0.18,0.22,0.08,0.7
2938,PS3,MLB 08: The Show,2008,Sports,Sony Computer Entertainment,0.64,0,0,0.05,0.7
2952,PS3,Minecraft: Story Mode,2015,Adventure,Mojang,0.25,0.33,0,0.11,0.69
2955,PS3,Skylanders: Trap Team,2014,Action,Activision,0.24,0.33,0,0.12,0.69
2961,PS3,The Sly Collection,2010,Platform,Sony Computer Entertainment,0.52,0.09,0.01,0.07,0.69
2962,PS3,One Piece: Pirate Warriors 2,2013,Action,Namco Bandai Games,0,0.2,0.42,0.07,0.69
2965,PS3,Need for Speed: Shift 2 Unleashed,2011,Racing,Electronic Arts,0.2,0.36,0,0.13,0.69
2980,PS3,Iron Man,2008,Action,Sega,0.32,0.25,0,0.11,0.68
2982,PS3,Spider-Man 3,2007,Platform,Activision,0.26,0.29,0.02,0.12,0.68
3006,PS3,Turok,2008,Action,Touchstone,0.35,0.22,0.01,0.1,0.68
3009,PS3,Unreal Tournament III,2007,Shooter,Midway Games,0.33,0.24,0,0.11,0.67
3013,PS3,Lollipop Chainsaw,2012,Action,Warner Bros. Interactive Entertainment,0.26,0.21,0.11,0.09,0.67
3014,PS3,The Darkness,2007,Shooter,Take-Two Interactive,0.2,0.34,0,0.13,0.67
3018,PS3,Blazing Angels: Squadrons of WWII,2006,Simulation,Ubisoft,0.35,0.22,0,0.1,0.67
3049,PS3,Borderlands: The Pre-Sequel,2014,Shooter,Take-Two Interactive,0.25,0.26,0.05,0.11,0.67
3055,PS3,Shaun White Snowboarding,2008,Sports,Ubisoft,0.31,0.24,0.01,0.1,0.66
3071,PS3,Rayman Legends,2013,Platform,Ubisoft,0.14,0.38,0,0.14,0.66
3076,PS3,Fist of the North Star: Ken's Rage,2010,Action,Ubisoft Annecy,0.06,0.03,0.55,0.02,0.66
3080,PS3,Tiger Woods PGA Tour 09,2008,Sports,Electronic Arts,0.34,0.22,0,0.1,0.66
3097,PS3,NHL 13,2012,Sports,Electronic Arts,0.33,0.22,0,0.1,0.65
3099,PS3,Tom Clancy's EndWar,2008,Strategy,Ubisoft,0.32,0.22,0.01,0.1,0.65
3127,PS3,Dead or Alive 5,2012,Fighting,Tecmo Koei,0.23,0.15,0.2,0.07,0.65
3130,PS3,Dragon Age: Inquisition,2014,Role-Playing,Electronic Arts,0.26,0.23,0.05,0.1,0.65
3133,PS3,Sengoku Basara: Samurai Heroes,2010,Action,Capcom,0.17,0.04,0.4,0.03,0.65
3141,PS3,Aliens: Colonial Marines,2013,Shooter,Sega,0.2,0.31,0,0.13,0.64
3143,PS3,Test Drive Unlimited 2,N/A,Racing,Atari,0.16,0.35,0.01,0.12,0.64
3148,PS3,Lost Planet: Extreme Condition,2008,Shooter,Capcom,0.31,0.17,0.07,0.09,0.64
3165,PS3,NieR,2010,Role-Playing,Square Enix,0.17,0.2,0.2,0.07,0.64
3167,PS3,Sega Rally Revo,2007,Racing,Sega,0.07,0.43,0,0.14,0.64
3171,PS3,White Knight Chronicles II,2010,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.05,0.64
3172,PS3,Wolfenstein,2009,Shooter,Activision,0.25,0.28,0,0.11,0.64
3175,PS3,Start the Party!,2010,Misc,Sony Computer Entertainment,0.07,0.42,0,0.14,0.64
3178,PS3,NBA Live 08,2007,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.64
3183,PS3,Middle-Earth: Shadow of Mordor,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.33,0.01,0.1,0.64
3190,PS3,F1 2013,2013,Racing,Codemasters,0.01,0.45,0.03,0.15,0.63
3198,PS3,Tony Hawk's Project 8,2006,Sports,Activision,0.3,0.23,0.01,0.1,0.63
3200,PS3,Disney Universe,2011,Action,Disney Interactive Studios,0.3,0.23,0,0.09,0.63
3201,PS3,Guitar Hero: Metallica,2009,Misc,Activision,0.28,0.24,0,0.1,0.63
3212,PS3,Just Dance 3,2011,Misc,Ubisoft,0.33,0.21,0,0.09,0.63
3234,PS3,Wet,2009,Shooter,Bethesda Softworks,0.22,0.27,0.01,0.11,0.63
3244,PS3,Vanquish,2010,Shooter,Sega,0.21,0.22,0.11,0.09,0.62
3247,PS3,Sacred 2: Fallen Angel,2009,Role-Playing,Deep Silver,0.22,0.23,0.08,0.09,0.62
3253,PS3,Pro Evolution Soccer 2015,2014,Sports,Konami Digital Entertainment,0.1,0.23,0.22,0.08,0.62
3256,PS3,Dead Island: Riptide,2013,Action,Deep Silver,0.26,0.2,0.07,0.09,0.62
3257,PS3,Warriors Orochi 3,2011,Action,Ubisoft Annecy,0,0.04,0.57,0.01,0.62
3267,PS3,Metal Gear Solid V: Ground Zeroes,2014,Action,Konami Digital Entertainment,0.14,0.14,0.27,0.06,0.62
3269,PS3,Dragon Ball Z: Ultimate Tenkaichi,2011,Fighting,Namco Bandai Games,0.27,0.18,0.09,0.08,0.62
3284,PS3,Formula 1: Championship Edition,2006,Racing,Sony Computer Entertainment,0,0.57,0.04,0,0.61
3286,PS3,NBA 2K9,2008,Sports,Take-Two Interactive,0.56,0,0,0.05,0.61
3292,PS3,Dynasty Warriors 8,2013,Action,Tecmo Koei,0.12,0.11,0.34,0.05,0.61
3308,PS3,Yakuza: Dead Souls,2011,Shooter,Sega,0.09,0.07,0.42,0.03,0.61
3350,PS3,Tony Hawk: RIDE,2009,Sports,Activision,0.38,0.15,0,0.08,0.6
3352,PS3,Alice: Madness Returns,2011,Adventure,Electronic Arts,0.22,0.25,0.04,0.09,0.6
3370,PS3,XCOM: Enemy Unknown,2012,Strategy,Take-Two Interactive,0.24,0.25,0,0.11,0.6
3375,PS3,NHL 11,2010,Sports,Electronic Arts,0.4,0.13,0,0.07,0.6
3381,PS3,The Fight: Lights Out,2010,Fighting,Sony Computer Entertainment,0.29,0.22,0,0.09,0.6
3398,PS3,Kane & Lynch 2: Dog Days,2010,Shooter,Square Enix,0.17,0.28,0.05,0.1,0.59
3403,PS3,Yakuza 5,2012,Action,Sega,0,0,0.59,0,0.59
3420,PS3,NHL 12,2011,Sports,Electronic Arts,0.36,0.16,0,0.07,0.59
3421,PS3,Tales of Zestiria,2015,Role-Playing,Namco Bandai Games,0.05,0.09,0.42,0.03,0.59
3433,PS3,Zumba Fitness,2010,Sports,505 Games,0.28,0.21,0,0.09,0.59
3438,PS3,Doom 3 BFG Edition,2012,Shooter,Bethesda Softworks,0.26,0.22,0,0.1,0.59
3460,PS3,NCAA Football 09,2008,Sports,Electronic Arts,0.54,0,0,0.04,0.58
3479,PS3,JoJo's Bizarre Adventure: All Star Battle,2013,Fighting,Namco Bandai Games,0.05,0.02,0.5,0.01,0.58
3485,PS3,WWE 2K16,2015,Sports,Take-Two Interactive,0.21,0.27,0,0.09,0.58
3488,PS3,Rock Band 3,2010,Misc,MTV Games,0.43,0.09,0,0.06,0.58
3489,PS3,Disgaea 4: A Promise Unforgotten,2011,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.06,0.58
3490,PS3,BlazBlue: Calamity Trigger,2009,Fighting,PQube,0.36,0.1,0.06,0.06,0.58
3493,PS3,MLB 11: The Show,2011,Sports,Sony Computer Entertainment,0.54,0,0,0.04,0.58
3496,PS3,NHL 10,2009,Sports,Electronic Arts,0.38,0.12,0,0.07,0.58
3502,PS3,Ratchet & Clank: Quest for Booty,2008,Platform,Sony Computer Entertainment,0,0.53,0,0.04,0.58
3505,PS3,Top Spin 3,2008,Action,Take-Two Interactive,0.08,0.37,0,0.12,0.57
3520,PS3,Enslaved: Odyssey to the West,2010,Action,Namco Bandai Games,0.24,0.24,0.01,0.09,0.57
3533,PS3,3D Dot Game Heroes,2009,Role-Playing,SouthPeak Games,0.36,0.12,0.03,0.07,0.57
3548,PS3,Spec Ops: The Line,2012,Shooter,Take-Two Interactive,0.19,0.25,0.04,0.09,0.57
3555,PS3,NHL 14,2013,Sports,Electronic Arts,0.28,0.19,0,0.09,0.57
3559,PS3,Tom Clancy's HAWX,2009,Action,Ubisoft,0.21,0.22,0.05,0.09,0.57
3627,PS3,God of War: Origins Collection,2011,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.56
3630,PS3,Dragon Ball: XenoVerse,2015,Fighting,Namco Bandai Games,0.15,0.2,0.14,0.07,0.55
3636,PS3,Sly Cooper: Thieves in Time,2013,Platform,Sony Computer Entertainment Europe,0.35,0.13,0,0.08,0.55
3640,PS3,Tiger Woods PGA Tour 13,2012,Sports,Electronic Arts,0.24,0.22,0,0.09,0.55
3644,PS3,Legends of WrestleMania,2009,Fighting,THQ,0.3,0.17,0,0.07,0.55
3656,PS3,F.E.A.R.,2007,Shooter,Vivendi Games,0.18,0.27,0,0.1,0.55
3660,PS3,NBA 2K8,2007,Sports,Take-Two Interactive,0.5,0.01,0,0.05,0.55
3672,PS3,Time Crisis: Razing Storm,2010,Shooter,Namco Bandai Games,0.18,0.21,0.07,0.08,0.55
3679,PS3,Dynasty Warriors: Gundam 3,2010,Action,Tecmo Koei,0.11,0.05,0.36,0.02,0.55
3689,PS3,LEGO The Hobbit,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.32,0,0.1,0.54
3693,PS3,NBA Live 10,2009,Sports,Electronic Arts,0.46,0.03,0.01,0.05,0.54
3705,PS3,Sonic & All-Stars Racing Transformed,2012,Racing,Sega,0.08,0.33,0.01,0.11,0.54
3706,PS3,Michael Jackson: The Experience,2011,Misc,Ubisoft,0.25,0.2,0,0.08,0.54
3709,PS3,LEGO Dimensions,2015,Action,Warner Bros. Interactive Entertainment,0.15,0.3,0,0.09,0.54
3721,PS3,Kidou Senshi Gundam: Extreme VS,2011,Fighting,Namco Bandai Games,0,0,0.54,0,0.54
3723,PS3,Tales of Symphonia,2013,Role-Playing,Namco Bandai Games,0.21,0.13,0.13,0.06,0.54
3734,PS3,Terminator Salvation,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.29,0.01,0.11,0.54
3735,PS3,Cars 2,2011,Racing,Disney Interactive Studios,0.22,0.23,0,0.09,0.54
3765,PS3,Dragon's Crown,2013,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.53
3786,PS3,SingStar Dance,2010,Misc,Sony Computer Entertainment,0.09,0.32,0,0.12,0.53
3803,PS3,Bulletstorm,2011,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53
3806,PS3,Stuntman: Ignition,2007,Racing,THQ,0.17,0.26,0,0.1,0.53
3816,PS3,The Walking Dead: Survival Instinct,2013,Shooter,Activision,0.28,0.17,0,0.08,0.53
3842,PS3,Way of the Samurai 3,2008,Action,Gamebridge,0.18,0.08,0.22,0.04,0.52
3843,PS3,NBA Live 09,2008,Sports,Electronic Arts,0.46,0,0.02,0.04,0.52
3844,PS3,DC Universe Online,2011,Role-Playing,Sony Online Entertainment,0.35,0.12,0,0.06,0.52
3853,PS3,Ratatouille,2007,Action,THQ,0.09,0.32,0,0.11,0.52
3855,PS3,Kung Fu Panda,2008,Action,Activision,0.21,0.21,0,0.09,0.52
3863,PS3,Lair,2007,Action,Sony Computer Entertainment,0.36,0.04,0.08,0.04,0.52
3864,PS3,Madden NFL 07,2006,Sports,Electronic Arts,0.47,0,0.01,0.04,0.52
3886,PS3,Prince of Persia Trilogy,2010,Action,Ubisoft,0.17,0.25,0,0.09,0.51
3913,PS3,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",2010,Shooter,Activision,0.24,0.19,0,0.08,0.51
3915,PS3,Lost: Via Domus,2008,Action,Ubisoft,0.19,0.23,0,0.09,0.51
3921,PS3,R.U.S.E.,2010,Strategy,Ubisoft,0.18,0.22,0.02,0.09,0.51
3922,PS3,Disgaea 3: Absence of Justice,2008,Role-Playing,Square Enix,0.32,0.04,0.11,0.04,0.51
3945,PS3,Wolfenstein: The New Order,2014,Shooter,Bethesda Softworks,0.14,0.25,0.02,0.09,0.51
3958,PS3,Tiger Woods PGA Tour 07,2006,Sports,Electronic Arts,0.31,0.12,0,0.07,0.5
3960,PS3,Atelier Rorona: Alchemist of Arland,2009,Role-Playing,Nippon Ichi Software,0.22,0.12,0.11,0.05,0.5
3961,PS3,Monster Hunter Freedom 2,2011,Role-Playing,Capcom,0,0,0.5,0,0.5
3976,PS3,Bleach: Soul Resurreccion,2011,Fighting,Nippon Ichi Software,0.27,0.11,0.07,0.05,0.5
3992,PS3,The Saboteur,2009,Action,Electronic Arts,0.2,0.22,0,0.08,0.5
4005,PS3,Dynasty Warriors: Gundam 2,2008,Action,Namco Bandai Games,0.09,0.07,0.32,0.03,0.5
4012,PS3,Epic Mickey 2: The Power of Two,2012,Action,Disney Interactive Studios,0.21,0.2,0,0.08,0.5
4026,PS3,MotorStorm: Apocalypse,2011,Racing,Sony Computer Entertainment,0.21,0.2,0,0.08,0.49
4028,PS3,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,2015,Action,Square Enix,0,0,0.49,0,0.49
4053,PS3,Terraria,2013,Action,505 Games,0.07,0.26,0.09,0.07,0.49
4067,PS3,F1 2014,2014,Racing,Codemasters,0.07,0.31,0.02,0.08,0.49
4079,PS3,Battlefield: Hardline,2015,Shooter,Electronic Arts,0.12,0.23,0.07,0.07,0.49
4082,PS3,F.E.A.R. 2: Project Origin,2009,Shooter,Warner Bros. Interactive Entertainment,0.19,0.21,0.01,0.08,0.49
4123,PS3,Two Worlds II,2011,Role-Playing,Unknown,0.26,0.11,0.06,0.05,0.48
4134,PS3,Dynasty Warriors Gundam,2007,Action,Tecmo Koei,0.14,0.01,0.31,0.02,0.48
4147,PS3,Sonic the Hedgehog,N/A,Platform,N/A,0,0.48,0,0,0.48
4154,PS3,Dark Sector,2008,Shooter,D3Publisher,0.23,0.16,0.01,0.07,0.47
4165,PS3,Naruto Shippuden: Ultimate Ninja Storm Revolution,2014,Fighting,Namco Bandai Games,0.15,0.16,0.09,0.08,0.47
4166,PS3,Deadpool,2013,Action,Activision,0.23,0.17,0,0.08,0.47
4169,PS3,Silent Hill: Downpour,2012,Action,Konami Digital Entertainment,0.21,0.16,0.04,0.06,0.47
4186,PS3,Disney Infinity 3.0,2015,Action,Disney Interactive Studios,0.14,0.25,0,0.08,0.47
4219,PS3,MX vs. ATV: Alive,2011,Racing,THQ,0.24,0.15,0,0.07,0.47
4230,PS3,MX vs. ATV Untamed,2007,Racing,THQ,0.35,0.06,0,0.05,0.46
4238,PS3,F.E.A.R. 3,2011,Shooter,Warner Bros. Interactive Entertainment,0.21,0.17,0.01,0.07,0.46
4247,PS3,"Warhammer 40,000: Space Marine",2011,Shooter,THQ,0.13,0.25,0,0.09,0.46
4259,PS3,The Legend of Spyro: Dawn of the Dragon,2008,Platform,Vivendi Games,0.19,0.19,0,0.08,0.46
4267,PS3,Virtua Tennis 4,2011,Sports,Sega,0.09,0.25,0.03,0.09,0.46
4274,PS3,Star Wars The Clone Wars: Republic Heroes,2009,Action,LucasArts,0.19,0.19,0,0.07,0.46
4275,PS3,Farming Simulator 2015,2015,Simulation,Koch Media,0.11,0.28,0,0.07,0.46
4299,PS3,Hyperdimension Neptunia,2010,Role-Playing,Tecmo Koei,0.22,0.11,0.07,0.05,0.46
4307,PS3,Red Faction: Armageddon,2011,Shooter,THQ,0.2,0.16,0.03,0.07,0.46
4308,PS3,DanceStar Party,2011,Misc,Sony Computer Entertainment,0,0.35,0,0.1,0.46
4310,PS3,Tales of Vesperia,2009,Role-Playing,Namco Bandai Games,0,0,0.45,0,0.45
4349,PS3,Spider-Man: Shattered Dimensions,2010,Action,Activision,0.26,0.13,0,0.06,0.45
4354,PS3,Pro Evolution Soccer 2016,2015,Sports,Konami Digital Entertainment,0.08,0.18,0.15,0.05,0.45
4359,PS3,SingStar Queen,2009,Misc,Sony Computer Entertainment,0.11,0.26,0,0.08,0.45
4368,PS3,Eternal Sonata,2008,Role-Playing,Atari,0.19,0.13,0.07,0.06,0.45
4389,PS3,Tony Hawk's Proving Ground,2007,Sports,Activision,0.36,0.05,0,0.05,0.45
4412,PS3,Payday 2,2013,Shooter,505 Games,0.21,0.15,0,0.08,0.44
4427,PS3,Metro: Last Light,2013,Action,Deep Silver,0.14,0.2,0.03,0.08,0.44
4443,PS3,Ninja Gaiden 3,2012,Action,Tecmo Koei,0.19,0.1,0.11,0.05,0.44
4457,PS3,Naughty Bear,2010,Action,505 Games,0.18,0.18,0,0.07,0.44
4475,PS3,Just Dance 4,2012,Misc,Ubisoft,0.26,0.12,0,0.06,0.44
4495,PS3,Alpha Protocol,2010,Role-Playing,Sega,0.19,0.18,0,0.07,0.43
4526,PS3,Atelier Totori: The Adventurer of Arland,2010,Role-Playing,Nippon Ichi Software,0.12,0.07,0.21,0.03,0.43
4545,PS3,Zone of the Enders HD Collection,2012,Simulation,Konami Digital Entertainment,0.21,0.08,0.09,0.05,0.43
4546,PS3,Def Jam Icon,2007,Action,Electronic Arts,0.16,0.19,0,0.08,0.43
